title,disc,digital,id,poster,actors,genres,rating,content_rating,year,duration_str,duration_min,trailer,plot_summary
King Arthur,DVD,no,tt0349683,"https://m.media-amazon.com/images/M/MV5BMTk4MTk1NjI0OV5BMl5BanBnXkFtZTcwNDQxOTUyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Clive Owen, Stephen Dillane, Keira Knightley","Action, Adventure, Drama",6.3,PG-13,2004,2h 6m,126.0,https://www.youtube.com/embed/8Fw_1TwxTRU,A demystified take on the tale of King Arthur and the Knights of the Round Table.
"King'S Speech, The",BR,no,tt1504320,"https://m.media-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_QL75_UY281_CR1,0,190,281_.jpg","Colin Firth, Geoffrey Rush, Helena Bonham Carter","Biography, Drama, History",8.0,R,2010,1h 58m,118.0,https://www.youtube.com/embed/gSw6ei5tdbg,"The story of King George VI, his unexpected ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer."
Kingdom Of Heaven,DVD,yes,tt0320661,"https://m.media-amazon.com/images/M/MV5BMTI2ODhkMjMtYWU2Yy00MjI1LThlNDctZTJmNDE2MDE4ZDYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Orlando Bloom, Eva Green, Liam Neeson","Action, Adventure, Drama",7.2,R,2005,2h 24m,144.0,https://www.youtube.com/embed/KartNo8EDWY,"Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people."
Kingsman: The Golden Circle,BR,yes,tt4649466,"https://m.media-amazon.com/images/M/MV5BMjQ3OTgzMzY4NF5BMl5BanBnXkFtZTgwOTc4OTQyMzI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Taron Egerton, Colin Firth, Mark Strong","Action, Adventure, Comedy",6.7,R,2017,2h 21m,141.0,https://www.youtube.com/embed/6Nxc-3WpMbg,"After the Kingsman's headquarters is destroyed and the world is held hostage, an allied spy organization in the United States is discovered. These two elite secret agencies must band together to defeat a common enemy."
Kingsman: The Secret Service,BR,yes,tt2802144,"https://m.media-amazon.com/images/M/MV5BYTM3ZTllNzItNTNmOS00NzJiLTg1MWMtMjMxNDc0NmJhODU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,2,190,281_.jpg","Colin Firth, Taron Egerton, Samuel L. Jackson","Action, Adventure, Comedy",7.7,R,2014,2h 9m,129.0,https://www.youtube.com/embed/kl8F-8tR8to,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius."
Knight And Day,BR,yes,tt1013743,"https://m.media-amazon.com/images/M/MV5BMTM0Mzg0MzI3Ml5BMl5BanBnXkFtZTcwNjIyNzk1Mw@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Tom Cruise, Cameron Diaz, Peter Sarsgaard","Action, Adventure, Comedy",6.3,PG-13,2010,1h 49m,109.0,https://www.youtube.com/embed/JGPl86DBNNs,A young woman gets mixed up with a disgraced spy who is trying to clear his name.
"Knight'S Tale, A",DVD,no,tt0183790,"https://m.media-amazon.com/images/M/MV5BMTE5OTE4OTE2Nl5BMl5BanBnXkFtZTYwMDkzMTQ3._V1_QL75_UX190_CR0,3,190,281_.jpg","Heath Ledger, Mark Addy, Rufus Sewell","Action, Adventure, Romance",6.9,PG-13,2001,2h 12m,132.0,https://www.youtube.com/embed/_KzsTKqTq1M,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight."
Knocked Up,DVD,no,tt0478311,"https://m.media-amazon.com/images/M/MV5BNzgzYjMzMWItNDFiYi00ZjhkLWIyMzYtZGRlY2FmNzkwNjRhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg","Seth Rogen, Katherine Heigl, Paul Rudd","Comedy, Romance",7.0,R,2007,2h 9m,129.0,https://www.youtube.com/embed/cv01Mcdf8rI,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child."
Kong: Skull Island,DVD,no,tt3731562,"https://m.media-amazon.com/images/M/MV5BZDg0OGM1NWEtNDEwOC00OTE2LTliZWEtNzg1MTZkNjFlMmNhXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_QL75_UX190_CR0,0,190,281_.jpg","Tom Hiddleston, Samuel L. Jackson, Brie Larson","Action, Adventure, Fantasy",6.7,PG-13,2017,1h 58m,118.0,https://www.youtube.com/embed/44LdLqgOpjo,"After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong and must fight to escape a primal Eden."
Lara Croft: Tomb Raider,DVD,no,tt0146316,"https://m.media-amazon.com/images/M/MV5BNzMzODVjMWUtYmIxZS00NDlkLTlmNTktNjI5NTdhZjUzYzY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg","Angelina Jolie, Jon Voight, Iain Glen","Action, Adventure, Fantasy",5.7,PG-13,2001,1h 40m,100.0,https://www.youtube.com/embed/VlCylyAKpGA,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.
"Last Samurai, The",DVD,no,tt0325710,"https://m.media-amazon.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Tom Cruise, Ken Watanabe, Billy Connolly","Action, Drama",7.8,R,2003,2h 34m,154.0,https://www.youtube.com/embed/T50_qHEOahQ,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
Law Abiding Citizen,BR,no,tt1197624,"https://m.media-amazon.com/images/M/MV5BNTQ1NmZlNDktZTg0NS00ZjNhLTk5M2QtNzExNjUzY2MwMjliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Gerard Butler, Jamie Foxx, Leslie Bibb","Action, Crime, Drama",7.4,R,2009,1h 49m,109.0,https://www.youtube.com/embed/LX6kVRsdXW4,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free.
Lee Daniels' The Butler,NONE,yes,tt1327773,"https://m.media-amazon.com/images/M/MV5BMjM2NDY3MjkyMF5BMl5BanBnXkFtZTcwMDM5Nzg5OQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Forest Whitaker, Oprah Winfrey, John Cusack","Biography, Drama",7.2,PG-13,2013,2h 12m,132.0,https://www.youtube.com/embed/FuojHqfe4Vk,"As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society."
"Legend Of Tarzan, The",NONE,yes,tt0918940,"https://m.media-amazon.com/images/M/MV5BMzY3OTI0OTcyMF5BMl5BanBnXkFtZTgwNjkxNTAwOTE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Alexander Skarsgård, Rory J. Saper, Christian Stevens","Action, Adventure, Drama",6.2,PG-13,2016,1h 50m,110.0,https://www.youtube.com/embed/Aj7ty6sViiU,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment."
"Lego Movie, The",NONE,yes,tt1490017,"https://m.media-amazon.com/images/M/MV5BMTg4MDk1ODExN15BMl5BanBnXkFtZTgwNzIyNjg3MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Chris Pratt(voice), Will Ferrell(voice), Elizabeth Banks(voice)","Animation, Action, Adventure",7.7,PG,2014,1h 40m,100.0,https://www.youtube.com/embed/fZ_JOBCLF-I,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis."
Liar Liar,DVD,no,tt0119528,"https://m.media-amazon.com/images/M/MV5BYjZlYmJjYWYtZDM0NS00YmZlLWIyMTAtMDY5ZTNjZTgwMDhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg","Jim Carrey, Maura Tierney, Amanda Donohoe","Comedy, Fantasy",6.9,PG-13,1997,1h 26m,86.0,https://www.youtube.com/embed/C1no75lpOiw,A pathological liar-lawyer finds his career turned upside down when he inexplicably cannot physically lie for 24 whole hours.
Life Of Pi,BR,yes,tt0454876,"https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Suraj Sharma, Irrfan Khan, Adil Hussain","Adventure, Drama, Fantasy",7.9,PG,2012,2h 7m,127.0,https://www.youtube.com/embed/3mMN693-F3U,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
Limitless,BR,yes,tt1219289,"https://m.media-amazon.com/images/M/MV5BYmViZGM0MGItZTdiYi00ZDU4LWIxNDYtNTc1NWQ5Njc2N2YwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY281_CR3,0,190,281_.jpg","Bradley Cooper, Anna Friel, Abbie Cornish","Sci-Fi, Thriller",7.4,PG-13,2011,1h 45m,105.0,https://www.youtube.com/embed/4TLppsfzQH8,"A mysterious pill that enables the user to access 100% of his brain's abilities transforms a struggling writer into a financial wizard, but it also puts him in a new world with many dangers."
Lincoln,NONE,yes,tt0443272,"https://m.media-amazon.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Daniel Day-Lewis, Sally Field, David Strathairn","Biography, Drama, History",7.3,PG-13,2012,2h 30m,150.0,https://www.youtube.com/embed/KJVuqYkI2jQ,"As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves."
"Lincoln Lawyer, The",DVD,no,tt1189340,"https://m.media-amazon.com/images/M/MV5BMTQ4NDE4NTY5MV5BMl5BanBnXkFtZTcwODQyMTkxNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Matthew McConaughey, Marisa Tomei, Ryan Phillippe","Crime, Drama, Mystery",7.3,R,2011,1h 58m,118.0,https://www.youtube.com/embed/IFwE3UgCMIk,A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.
Lion,NONE,yes,tt3741834,"https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_QL75_UY281_CR1,0,190,281_.jpg","Dev Patel, Nicole Kidman, Rooney Mara","Biography, Drama",8.0,PG-13,2016,1h 58m,118.0,https://www.youtube.com/embed/-RNI9o06vqo,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family."
Live Free Or Die Hard,DVD,no,tt0337978,"https://m.media-amazon.com/images/M/MV5BNDQxMDE1OTg4NV5BMl5BanBnXkFtZTcwMTMzOTQzMw@@._V1_QL75_UY281_CR1,0,190,281_.jpg","Bruce Willis, Justin Long, Timothy Olyphant","Action, Thriller",7.1,PG-13,2007,2h 8m,128.0,https://www.youtube.com/embed/8Jz-8UcCiws,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.
Logan,NONE,yes,tt3315342,"https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg","Hugh Jackman, Patrick Stewart, Dafne Keen","Action, Drama, Sci-Fi",8.1,R,2017,2h 17m,137.0,https://www.youtube.com/embed/Div0iP65aZo,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety."
Looper,DVD,no,tt1276104,"https://m.media-amazon.com/images/M/MV5BMTg5NTA3NTg4NF5BMl5BanBnXkFtZTcwNTA0NDYzOA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Joseph Gordon-Levitt, Bruce Willis, Emily Blunt","Action, Drama, Sci-Fi",7.4,R,2012,1h 59m,119.0,https://www.youtube.com/embed/2iQuhsmtfHw,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination."
"Lord Of The Rings: The Fellowship Of The Ring, The",BR,no,tt0120737,"https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Elijah Wood, Ian McKellen, Orlando Bloom","Action, Adventure, Drama",8.9,PG-13,2001,2h 58m,178.0,https://www.youtube.com/embed/V75dMMIW2B4,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
"Lord Of The Rings: The Return Of The King, The",BR,no,tt0167260,"https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg","Elijah Wood, Viggo Mortensen, Ian McKellen","Action, Adventure, Drama",9.0,PG-13,2003,3h 21m,201.0,https://www.youtube.com/embed/r5X-hFf6Bwo,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
"Lord Of The Rings: The Two Towers, The",BR,no,tt0167261,"https://m.media-amazon.com/images/M/MV5BZGMxZTdjZmYtMmE2Ni00ZTdkLWI5NTgtNjlmMjBiNzU2MmI5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,7,190,281_.jpg","Elijah Wood, Ian McKellen, Viggo Mortensen","Action, Adventure, Drama",8.8,PG-13,2002,2h 59m,179.0,https://www.youtube.com/embed/LbfMDwc4azU,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
Mad Max: Fury Road,NONE,yes,tt1392190,"https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg","Tom Hardy, Charlize Theron, Nicholas Hoult","Action, Adventure, Sci-Fi",8.1,R,2015,2h,2.0,https://www.youtube.com/embed/hEJnMQG9ev8,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper and a drifter named Max."
Major League Ii,DVD,no,tt0110442,"https://m.media-amazon.com/images/M/MV5BZWZjMWZiOTItYWVjOS00YzdiLWI1ODktZGZjOTllMmE4Y2FjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg","Charlie Sheen, Tom Berenger, Corbin Bernsen","Comedy, Sport",5.6,PG,1994,1h 45m,105.0,https://www.youtube.com/embed/Ye5BNbRFEDY,"The Indians are now a World Series contender. But last year's hunger is now replaced with complacency, and bad decisions by the new owner threaten to tear the team apart."
Man Of Steel,BR,yes,tt0770828,"https://m.media-amazon.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Henry Cavill, Amy Adams, Michael Shannon","Action, Adventure, Sci-Fi",7.1,PG-13,2013,2h 23m,143.0,https://www.youtube.com/embed/T6DJcgm3wNY,An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.
Man On Fire,DVD,no,tt0328107,"https://m.media-amazon.com/images/M/MV5BODFlMmEwMDgtYjhmZi00ZTE5LTk2NWQtMWE1Y2M0NjkzOGYxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR1,0,190,281_.jpg","Denzel Washington, Christopher Walken, Dakota Fanning","Action, Crime, Drama",7.7,R,2004,2h 26m,146.0,https://www.youtube.com/embed/eDDh50B6kA4,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect."
"Martian, The",BR,yes,tt3659388,"https://m.media-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_QL75_UY281_CR0,0,190,281_.jpg","Matt Damon, Jessica Chastain, Kristen Wiig","Adventure, Drama, Sci-Fi",8.0,PG-13,2015,2h 24m,144.0,https://www.youtube.com/embed/ej3ioOneTy8,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue."
Master And Commander,DVD,no,tt0311113,"https://m.media-amazon.com/images/M/MV5BZGRjM2IyM2EtZDAxYi00NTdjLTliMGYtMmRhZGUyNjRjNWYwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,2,190,281_.jpg","Russell Crowe, Paul Bettany, Billy Boyd","Action, Adventure, Drama",7.4,PG-13,2003,2h 18m,138.0,https://www.youtube.com/embed/tHTHCNYiiHk,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America."
Matchstick Men,NONE,yes,tt0325805,"https://m.media-amazon.com/images/M/MV5BMjA3NjMyNjIyMF5BMl5BanBnXkFtZTYwOTgzMDI3._V1_QL75_UX190_CR0,0,190,281_.jpg","Nicolas Cage, Alison Lohman, Sam Rockwell","Comedy, Crime, Drama",7.3,PG-13,2003,1h 56m,116.0,https://www.youtube.com/embed/WgsmEhnIy7I,A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former's teenage daughter arrives unexpectedly.
"Matrix Reloaded, The",BR,yes,tt0234215,"https://m.media-amazon.com/images/M/MV5BODE0MzZhZTgtYzkwYi00YmI5LThlZWYtOWRmNWE5ODk0NzMxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,2,190,281_.jpg","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","Action, Sci-Fi",7.2,R,2003,2h 18m,138.0,https://www.youtube.com/embed/kYzz0FSgpSU,"Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation."
"Matrix Resurrections, The",NONE,yes,tt10838180,"https://m.media-amazon.com/images/M/MV5BMGJkNDJlZWUtOGM1Ny00YjNkLThiM2QtY2ZjMzQxMTIxNWNmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Keanu Reeves, Carrie-Anne Moss, Yahya Abdul-Mateen II","Action, Sci-Fi",5.7,R,2021,2h 28m,148.0,https://www.youtube.com/embed/9ix7TUGVYIo,"Return to a world of two realities: one, everyday life; the other, what lies behind it. To find out if his reality is a construct, to truly know himself, Mr. Anderson will have to choose to follow the white rabbit once more."
"Matrix Revolutions, The",BR,yes,tt0242653,"https://m.media-amazon.com/images/M/MV5BNzNlZTZjMDctZjYwNi00NzljLWIwN2QtZWZmYmJiYzQ0MTk2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","Action, Sci-Fi",6.7,R,2003,2h 9m,129.0,https://www.youtube.com/embed/hMbexEPAOQI,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.
"Matrix, The",BR,no,tt0133093,"https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,2,190,281_.jpg","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","Action, Sci-Fi",8.7,R,1999,2h 16m,136.0,https://www.youtube.com/embed/vKQi3bBA1y8,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence."
Men In Black,DVD,no,tt0119654,"https://m.media-amazon.com/images/M/MV5BOTlhYTVkMDktYzIyNC00NzlkLTlmN2ItOGEyMWQ4OTA2NDdmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Tommy Lee Jones, Will Smith, Linda Fiorentino","Action, Adventure, Comedy",7.3,PG-13,1997,1h 38m,98.0,https://www.youtube.com/embed/1Q4mhYF9aQQ,A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.
Men In Black 3,DVD,no,tt1409024,"https://m.media-amazon.com/images/M/MV5BMTU2NTYxODcwMF5BMl5BanBnXkFtZTcwNDk1NDY0Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Will Smith, Tommy Lee Jones, Josh Brolin","Action, Adventure, Comedy",6.8,PG-13,2012,1h 46m,106.0,https://www.youtube.com/embed/IyaFEBI_L24,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.
Men In Black Ii,DVD,no,tt0120912,"https://m.media-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_QL75_UX190_CR0,0,190,281_.jpg","Tommy Lee Jones, Will Smith, Rip Torn","Action, Adventure, Comedy",6.1,PG-13,2002,1h 28m,88.0,https://www.youtube.com/embed/DMHlNR6x2Sw,Agent Jay is sent to find Agent Kay and restore his memory after the re-appearance of a case from Kay's past.
Midway,NONE,yes,tt6924650,"https://m.media-amazon.com/images/M/MV5BYzA5Y2Q2YjktZDYwMi00NTdmLThlMjctMmY5NDgwOWRhZDUxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ed Skrein, Patrick Wilson, Woody Harrelson","Action, Drama, History",6.7,PG-13,2019,2h 18m,138.0,https://www.youtube.com/embed/BfTYY_pac8o,"The story of the Battle of Midway, told by the leaders and the sailors who fought it."
Milk,DVD,yes,tt1013753,"https://m.media-amazon.com/images/M/MV5BMTI2OTM5NjUzMV5BMl5BanBnXkFtZTcwMzY1MTM5MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Sean Penn, Josh Brolin, Emile Hirsch","Biography, Crime, Drama",7.6,R,2008,2h 8m,128.0,https://www.youtube.com/embed/hF05_CB81c0,"The story of Harvey Milk, and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official."
Minority Report,DVD,no,tt0181689,"https://m.media-amazon.com/images/M/MV5BZTI3YzZjZjEtMDdjOC00OWVjLTk0YmYtYzI2MGMwZjFiMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Tom Cruise, Colin Farrell, Samantha Morton","Action, Crime, Mystery",7.7,PG-13,2002,2h 25m,145.0,https://www.youtube.com/embed/lG7DGMgfOb8,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
Mission Impossible - Rogue Nation,BR,yes,tt2381249,"https://m.media-amazon.com/images/M/MV5BOTFmNDA3ZjMtN2Y0MC00NDYyLWFlY2UtNTQ4OTQxMmY1NmVjXkEyXkFqcGdeQXVyNTg4NDQ4NDY@._V1_QL75_UX190_CR0,5,190,281_.jpg","Tom Cruise, Rebecca Ferguson, Jeremy Renner","Action, Adventure, Thriller",7.4,PG-13,2015,2h 11m,131.0,https://www.youtube.com/embed/pXwaKB7YOjw,Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.
Mission: Impossible - Dead Reackoning Part 1,NONE,yes,tt9603212,"https://m.media-amazon.com/images/M/MV5BYzFiZjc1YzctMDY3Zi00NGE5LTlmNWEtN2Q3OWFjYjY1NGM2XkEyXkFqcGdeQXVyMTUyMTUzNjQ0._V1_QL75_UY281_CR1,0,190,281_.jpg","Tom Cruise, Hayley Atwell, Ving Rhames","Action, Adventure, Thriller",7.8,PG-13,2023,2h 43m,163.0,https://www.youtube.com/embed/avz06PDqDbM,Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands.
Mission: Impossible - Fallout,BR,yes,tt4912910,"https://m.media-amazon.com/images/M/MV5BNjRlZmM0ODktY2RjNS00ZDdjLWJhZGYtNDljNWZkMGM5MTg0XkEyXkFqcGdeQXVyNjAwMjI5MDk@._V1_QL75_UX190_CR0,8,190,281_.jpg","Tom Cruise, Henry Cavill, Ving Rhames","Action, Adventure, Thriller",7.7,PG-13,2018,2h 27m,147.0,https://www.youtube.com/embed/wb49-oV0F78,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong."
Mission: Impossible - Ghost Protocol,BR,yes,tt1229238,"https://m.media-amazon.com/images/M/MV5BMTY4MTUxMjQ5OV5BMl5BanBnXkFtZTcwNTUyMzg5Ng@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Tom Cruise, Jeremy Renner, Simon Pegg","Action, Adventure, Thriller",7.4,PG-13,2011,2h 12m,132.0,https://www.youtube.com/embed/EDGYVFZxsXQ,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name."
Mission: Impossible Iii,DVD,no,tt0317919,"https://m.media-amazon.com/images/M/MV5BOThhNTA1YjItYzk2Ny00M2Y1LWJlYWUtZDQyZDU0YmY5Y2M5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Tom Cruise, Michelle Monaghan, Ving Rhames","Action, Adventure, Thriller",6.9,PG-13,2006,2h 6m,126.0,https://www.youtube.com/embed/rl2bysiyltg,IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.
Mississippi Burning,NONE,yes,tt0095647,"https://m.media-amazon.com/images/M/MV5BNzMxZTI2NzEtMGE0OC00MTQ3LTk0YjUtODZlMzY4N2U3ZDQwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,3,190,281_.jpg","Gene Hackman, Willem Dafoe, Frances McDormand","Crime, Drama, Mystery",7.8,R,1988,2h 8m,128.0,https://www.youtube.com/embed/SUtlJwfNEtI,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
Moneyball,BR,yes,tt1210166,"https://m.media-amazon.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Brad Pitt, Robin Wright, Jonah Hill","Biography, Drama, Sport",7.6,PG-13,2011,2h 13m,133.0,https://www.youtube.com/embed/-4QPVo0UIzc,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
