title,disc,digital,id,poster,actors,genres,rating,content_rating,year,duration_str,duration_min,trailer,plot_summary
Mortal Kombat: Annihilation,DVD,no,tt0119707,"https://m.media-amazon.com/images/M/MV5BYjdmZTU3MWMtZTU4ZC00NjYzLTk1NzAtODc2ZDY0ZWNhYWEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,10,190,281_.jpg","Robin Shou, Talisa Soto, James Remar","Action, Adventure, Fantasy",3.6,PG-13,1997,1h 35m,95.0,https://www.youtube.com/embed/ObHbkrh8qZM,A group of martial-arts warriors has only six days to save the Earth from an extra-dimensional invasion.
Mud,BR,no,tt1935179,"https://m.media-amazon.com/images/M/MV5BMTU2MzcyODgyNV5BMl5BanBnXkFtZTcwNTc4MDYwOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Matthew McConaughey, Tye Sheridan, Jacob Lofland",Drama,7.4,PG-13,2012,2h 10m,130.0,https://www.youtube.com/embed/2m9IFlz2iYo,Two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love.
"Mummy Returns, The",DVD,yes,tt0209163,"https://m.media-amazon.com/images/M/MV5BMjE2NzU1NTk2MV5BMl5BanBnXkFtZTgwMjIwMzcxMTE@._V1_QL75_UX190_CR0,1,190,281_.jpg","Brendan Fraser, Rachel Weisz, John Hannah","Action, Adventure, Fantasy",6.4,PG-13,2001,2h 10m,130.0,https://www.youtube.com/embed/3yXjs7BUKYc,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror."
"Mummy, The",DVD,yes,tt0120616,"https://m.media-amazon.com/images/M/MV5BOTJiYjBhZDgtMjhiOC00MTIzLThlNGMtMmI1NjIwM2M3YTI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg","Brendan Fraser, Rachel Weisz, John Hannah","Action, Adventure, Fantasy",7.1,PG-13,1999,2h 4m,124.0,https://www.youtube.com/embed/f7oKxlaUBac,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love."
"Mummy: Tomb Of The Dragon Emperor, The",DVD,yes,tt0859163,"https://m.media-amazon.com/images/M/MV5BMTU4NDIzMDY1OV5BMl5BanBnXkFtZTcwNjQxMzk3MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Brendan Fraser, Jet Li, Maria Bello","Action, Fantasy, Horror",5.2,PG-13,2008,1h 52m,112.0,https://www.youtube.com/embed/5-4qSE2Ch0Y,"In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago."
National Treasure,DVD,no,tt0368891,"https://m.media-amazon.com/images/M/MV5BMTY3NTc4OTYxMF5BMl5BanBnXkFtZTcwMjk5NzUyMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Nicolas Cage, Diane Kruger, Justin Bartha","Action, Adventure, Mystery",6.9,PG,2004,2h 11m,131.0,https://www.youtube.com/embed/vqUPxNT8io4,A historian races to find the legendary Templar Treasure before a team of mercenaries.
Neighbors,BR,yes,tt2004420,"https://m.media-amazon.com/images/M/MV5BOTQ0OTkzODgyNF5BMl5BanBnXkFtZTgwOTA3OTE4MDE@._V1_QL75_UX190_CR0,10,190,281_.jpg","Seth Rogen, Rose Byrne, Zac Efron",Comedy,6.3,R,2014,1h 37m,97.0,https://www.youtube.com/embed/KrAf5ALLxGI,"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down."
"Next Three Days, The",DVD,no,tt1458175,"https://m.media-amazon.com/images/M/MV5BMjA3NTY5ODI4OV5BMl5BanBnXkFtZTcwMjcxNzQ5Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Russell Crowe, Elizabeth Banks, Liam Neeson","Action, Crime, Drama",7.3,PG-13,2010,2h 13m,133.0,https://www.youtube.com/embed/p4z8XM6oTm8,A married couple's life is turned upside down when the wife is accused of a murder.
No Time to Die,NONE,yes,tt2382320,"https://m.media-amazon.com/images/M/MV5BYWQ2NzQ1NjktMzNkNS00MGY1LTgwMmMtYTllYTI5YzNmMmE0XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Daniel Craig, Ana de Armas, Rami Malek","Action, Adventure, Thriller",7.3,PG-13,2021,2h 43m,163.0,https://www.youtube.com/embed/BIhNsAtPbPI,"James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology."
Now You See Me,BR,yes,tt1670345,"https://m.media-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_QL75_UX190_CR0,7,190,281_.jpg","Jesse Eisenberg, Common, Mark Ruffalo","Crime, Mystery, Thriller",7.2,PG-13,2013,1h 55m,115.0,https://www.youtube.com/embed/KzJNYYkkhzc,"An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money."
"O Brother, Where Art Thou?",NONE,yes,tt0190590,"https://m.media-amazon.com/images/M/MV5BMjZkOTdmMWItOTkyNy00MDdjLTlhNTQtYzU3MzdhZjA0ZDEyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg","George Clooney, John Turturro, Tim Blake Nelson","Adventure, Comedy, Crime",7.7,PG-13,2000,1h 47m,107.0,https://www.youtube.com/embed/eW9Xo2HtlJI,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them."
Oblivion,DVD,no,tt1483013,"https://m.media-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_QL75_UX190_CR0,10,190,281_.jpg","Tom Cruise, Morgan Freeman, Andrea Riseborough","Action, Adventure, Sci-Fi",7.0,PG-13,2013,2h 4m,124.0,https://www.youtube.com/embed/XmIIgE7eSak,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.
Ocean'S Thirteen,DVD,no,tt0496806,"https://m.media-amazon.com/images/M/MV5BMTMyNTc1NzY5MV5BMl5BanBnXkFtZTcwNDM4NTQzMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg","George Clooney, Brad Pitt, Matt Damon","Crime, Thriller",6.9,PG-13,2007,2h 2m,122.0,https://www.youtube.com/embed/so9Eh-Guci8,"Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff."
Office Space,BR,no,tt0151804,"https://m.media-amazon.com/images/M/MV5BOTA5MzQ3MzI1NV5BMl5BanBnXkFtZTgwNTcxNTYxMTE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ron Livingston, Jennifer Aniston, David Herman",Comedy,7.7,R,1999,1h 29m,89.0,https://www.youtube.com/embed/3_fG_zLbBeU,Three company workers who hate their jobs decide to rebel against their greedy boss.
Old School,DVD,no,tt0302886,"https://m.media-amazon.com/images/M/MV5BN2VjNDQ4MDctMDY3Yy00MmZmLTlhM2MtMWE4NjJhZTlmNTAxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,6,190,281_.jpg","Luke Wilson, Vince Vaughn, Will Ferrell",Comedy,7.1,R,2003,1h 28m,88.0,https://www.youtube.com/embed/HNyxTUX-9_U,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.
Once Upon A Time In Hollywood,NONE,yes,tt7131622,"https://m.media-amazon.com/images/M/MV5BOTg4ZTNkZmUtMzNlZi00YmFjLTk1MmUtNWQwNTM0YjcyNTNkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_QL75_UX190_CR0,0,190,281_.jpg","Leonardo DiCaprio, Brad Pitt, Margot Robbie","Comedy, Drama",7.6,R,2019,2h 41m,161.0,https://www.youtube.com/embed/ELeMaP8EPAA,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.
"One, The",DVD,no,tt0267804,"https://m.media-amazon.com/images/M/MV5BZjk3ZjYxNDUtZDNhZi00ODU0LThlYjYtNWU4M2I2NDRmMjE1XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,1,190,281_.jpg","Jet Li, Carla Gugino, Delroy Lindo","Action, Sci-Fi, Thriller",5.9,PG-13,2001,1h 27m,87.0,https://www.youtube.com/embed/LfeIezSuRj4,"A rogue Multiverse agent goes on a manhunt for alternate versions of himself, getting stronger with each kill. Only the last version of himself, an LASD cop, can stop his crusade before he becomes ""The One""."
"Other Guys, The",DVD,no,tt1386588,"https://m.media-amazon.com/images/M/MV5BMDlhZDQ5NDUtNDcwMi00MTQ5LTk1Y2UtYjNmMjgzNzNhNzU3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Will Ferrell, Mark Wahlberg, Derek Jeter","Action, Comedy, Crime",6.6,PG-13,2010,1h 47m,107.0,https://www.youtube.com/embed/D6WOoUG1eNo,"Two mismatched New York City detectives seize an opportunity to step up like the city's top cops, whom they idolize, only things don't quite go as planned."
Paramore: The Final Riot,BR,no,tt1326839,"https://m.media-amazon.com/images/M/MV5BNjU4OTQ4ODAwM15BMl5BanBnXkFtZTgwOTk5MjA2MDE@._V1_QL75_UY281_CR63,0,190,281_.jpg","Jeremy Davis, Josh Farro, Zac Farro",Music,8.7,Unrated,2008,1h 7m,67.0,https://www.youtube.com/embed/7OOapejd_Uk,Documents the bands last show of the Final Riot1 tour and offers insight into what the band does on the tour.
Patch Adams,NONE,yes,tt0129290,"https://m.media-amazon.com/images/M/MV5BNzM4Y2FlNzYtZmY5Yy00NzU4LTk1ODItY2NjYWYzYzUyZGM3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg","Robin Williams, Daniel London, Monica Potter","Biography, Comedy, Drama",6.8,PG-13,1998,1h 55m,115.0,https://www.youtube.com/embed/lZqGA1ldvYE,"The true story of a heroic man, Hunter ""Patch"" Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos."
Pay It Forward,NONE,yes,tt0223897,"https://m.media-amazon.com/images/M/MV5BNjI3ODI5NDEwMl5BMl5BanBnXkFtZTYwNDYyMjU3._V1_QL75_UY281_CR0,0,190,281_.jpg","Kevin Spacey, Haley Joel Osment, Helen Hunt",Drama,7.2,PG-13,2000,2h 3m,123.0,https://www.youtube.com/embed/qfW0wCV9iFI,A young boy attempts to make the world a better place after his teacher gives him that chance.
Paycheck,NONE,yes,tt0338337,"https://m.media-amazon.com/images/M/MV5BMTczMzU5NDk4MV5BMl5BanBnXkFtZTYwNDQxNzc3._V1_QL75_UY281_CR0,0,190,281_.jpg","Ben Affleck, Aaron Eckhart, Uma Thurman","Action, Mystery, Sci-Fi",6.3,PG-13,2003,1h 59m,119.0,https://www.youtube.com/embed/rkE5I9nFqrI,What seemed like a breezy idea that would net an engineer millions of dollars ends up leaving him on the run for his life and trying to piece together why he's being chased.
Percy Jackson & The Olympians: The Lightning Thief,BR,no,tt0814255,"https://m.media-amazon.com/images/M/MV5BMTQ5NDlmZWUtMjIyMC00NzQ3LTg3OWYtMzRkY2FiNzQ0Njc4XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UX190_CR0,0,190,281_.jpg","Logan Lerman, Kevin McKidd, Steve Coogan","Adventure, Family, Fantasy",5.9,PG,2010,1h 58m,118.0,https://www.youtube.com/embed/R86InkfdboA,A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.
Philadelphia,NONE,yes,tt0107818,"https://m.media-amazon.com/images/M/MV5BNDE0MWE1ZTMtOWFkMS00YjdiLTkwZTItMDljYjY3MjM0NTk5XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UX190_CR0,2,190,281_.jpg","Tom Hanks, Denzel Washington, Roberta Maxwell",Drama,7.7,PG-13,1993,2h 5m,125.0,https://www.youtube.com/embed/CKDz2LVHz0Y,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
Pineapple Express,DVD,no,tt0910936,"https://m.media-amazon.com/images/M/MV5BMTY1MTE4NzAwM15BMl5BanBnXkFtZTcwNzg3Mjg2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Seth Rogen, James Franco, Gary Cole","Action, Comedy, Crime",6.9,R,2008,1h 51m,111.0,https://www.youtube.com/embed/BWZt4v6b1hI,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.
Pirates Of The Caribbean: At World'S End,DVD,no,tt0449088,"https://m.media-amazon.com/images/M/MV5BMjIyNjkxNzEyMl5BMl5BanBnXkFtZTYwMjc3MDE3._V1_QL75_UX190_CR0,0,190,281_.jpg","Johnny Depp, Orlando Bloom, Keira Knightley","Action, Adventure, Fantasy",7.1,PG-13,2007,2h 49m,169.0,https://www.youtube.com/embed/HKSZtp_OGHY,"Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle."
Pirates Of The Caribbean: Dead Man'S Chest,DVD,no,tt0383574,"https://m.media-amazon.com/images/M/MV5BMTcwODc1MTMxM15BMl5BanBnXkFtZTYwMDg1NzY3._V1_QL75_UX190_CR0,0,190,281_.jpg","Johnny Depp, Orlando Bloom, Keira Knightley","Action, Adventure, Fantasy",7.4,PG-13,2006,2h 31m,151.0,https://www.youtube.com/embed/SNA-Ezahmok,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well."
Pirates Of The Caribbean: The Curse Of The Black Pearl,DVD,no,tt0325980,"https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,1,190,281_.jpg","Johnny Depp, Geoffrey Rush, Orlando Bloom","Action, Adventure, Fantasy",8.1,PG-13,2003,2h 23m,143.0,https://www.youtube.com/embed/naQr0uTrH_s,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead."
"Postman, The",NONE,yes,tt0119925,"https://m.media-amazon.com/images/M/MV5BNTAyYTFmYmUtNTFhZS00NGQxLWI0OGEtZDM2NDk1OGE4YzFmL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Kevin Costner, Will Patton, Larenz Tate","Action, Adventure, Drama",6.1,R,1997,2h 57m,177.0,https://www.youtube.com/embed/V43K5yFn5GM,A nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.
"Prestige, The",NONE,yes,tt0482571,"https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_QL75_UX190_CR0,0,190,281_.jpg","Christian Bale, Hugh Jackman, Scarlett Johansson","Drama, Mystery, Thriller",8.5,PG-13,2006,2h 10m,130.0,https://www.youtube.com/embed/ELq7V8vkekI,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
Presumed Innocent,NONE,yes,tt0100404,"https://m.media-amazon.com/images/M/MV5BMjMyODU4NjQwMV5BMl5BanBnXkFtZTgwMTkwNTg4NjE@._V1_QL75_UY281_CR0,0,190,281_.jpg","Harrison Ford, Raul Julia, Greta Scacchi","Mystery, Thriller",6.9,R,1990,2h 7m,127.0,https://www.youtube.com/embed/U8j6wjbmd7k,"As a lawyer investigates the murder of a colleague, he finds himself more connected to the crime than anyone else."
Public Enemies,DVD,no,tt1152836,"https://m.media-amazon.com/images/M/MV5BMGI4YTIxMDQtNDlmNC00ZDJhLWIyZGItM2QyODRiMTEzN2ViXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Christian Bale, Johnny Depp, Christian Stolte","Action, Biography, Crime",7.0,R,2009,2h 20m,140.0,https://www.youtube.com/embed/Ee92mDZu_PI,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson, and Pretty Boy Floyd during a booming crime wave in the 1930s."
Pulp Fiction,BR,no,tt0110912,"https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY281_CR2,0,190,281_.jpg","John Travolta, Uma Thurman, Samuel L. Jackson","Crime, Drama",8.9,R,1994,2h 34m,154.0,https://www.youtube.com/embed/s7EdQ4FqbhY,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
Quantum Of Solace,DVD,no,tt0830515,"https://m.media-amazon.com/images/M/MV5BMzhjYzlmYjQtYmU0Yy00NjNkLWFmOTQtZjQxZWU4NjY1Y2M4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Daniel Craig, Olga Kurylenko, Mathieu Amalric","Action, Adventure, Thriller",6.6,PG-13,2008,1h 46m,106.0,https://www.youtube.com/embed/BBqYaFEWBxI,James Bond descends into mystery as he tries to stop a mysterious organisation from eliminating a country's most valuable resource.
"Quick and the Dead, The",NONE,yes,tt0114214,"https://m.media-amazon.com/images/M/MV5BOTI2ZTZmMmItMmM3YS00ZjUwLWJiODMtMmRjMWM4NDE0OWFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg","Sharon Stone, Gene Hackman, Russell Crowe","Action, Drama, Romance",6.5,R,1995,1h 48m,108.0,https://www.youtube.com/embed/Lo9cGqmHXhg,"A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death."
Rambo (2008),DVD,no,tt0462499,"https://m.media-amazon.com/images/M/MV5BMTI5Mjg1MzM4NF5BMl5BanBnXkFtZTcwNTAyNzUzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Sylvester Stallone, Julie Benz, Matthew Marsden","Action, Adventure, Thriller",7.0,R,2008,1h 32m,92.0,https://www.youtube.com/embed/2CRjdwRYQbU,"In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit."
Ray,DVD,no,tt0350258,"https://m.media-amazon.com/images/M/MV5BMTQxNDQwNjQzOV5BMl5BanBnXkFtZTcwNTQxNDYyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Jamie Foxx, Regina King, Kerry Washington","Biography, Drama, Music",7.7,PG-13,2004,2h 32m,152.0,https://www.youtube.com/embed/jVHCQfcugdw,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s."
Red Sparrow,DVD,no,tt2873282,"https://m.media-amazon.com/images/M/MV5BMTA3MDkxOTc4NDdeQTJeQWpwZ15BbWU4MDAxNzgyNTQz._V1_QL75_UX190_CR0,0,190,281_.jpg","Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts","Action, Drama, Thriller",6.6,R,2018,2h 20m,140.0,https://www.youtube.com/embed/PmUL6wMpMWw,"Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations."
Repo Men,DVD,yes,tt1053424,"https://m.media-amazon.com/images/M/MV5BMjA4MTUxODM0MV5BMl5BanBnXkFtZTcwMDg3MTgwMw@@._V1_QL75_UX190_CR0,10,190,281_.jpg","Jude Law, Forest Whitaker, Alice Braga","Action, Sci-Fi, Thriller",6.3,R,2010,1h 51m,111.0,https://www.youtube.com/embed/P0LkMrPMMhw,"Set in the near future when artificial organs can be bought on credit, it revolves around a man who struggles to make the payments on a heart he has purchased. He must therefore go on the run before said ticker is repossessed."
Reservoir Dogs,BR,no,tt0105236,"https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg","Harvey Keitel, Tim Roth, Michael Madsen","Crime, Drama, Thriller",8.3,R,1992,1h 39m,99.0,https://www.youtube.com/embed/vayksn4Y93A,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
Rise Of The Planet Of The Apes,BR,yes,tt1318514,"https://m.media-amazon.com/images/M/MV5BYzE3ZmNlZTctMDdmNy00MjMzLWFmZmYtN2M5N2YyYTQ1ZDJjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg","James Franco, Andy Serkis, Freida Pinto","Action, Drama, Sci-Fi",7.6,PG-13,2011,1h 45m,105.0,https://www.youtube.com/embed/T3tidwW1gGM,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.
Robin Hood (2010),DVD,yes,tt0955308,"https://m.media-amazon.com/images/M/MV5BMTM5NzcwMzEwOF5BMl5BanBnXkFtZTcwNjg5MTgwMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Russell Crowe, Cate Blanchett, Matthew Macfadyen","Action, Adventure, Drama",6.6,PG-13,2010,2h 20m,140.0,https://www.youtube.com/embed/hkuy44c0Hx8,"In twelfth-century England, Robin Longstride and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power."
Rogue One: A Star Wars Story,BR,yes,tt3748528,"https://m.media-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Felicity Jones, Diego Luna, Alan Tudyk","Action, Adventure, Sci-Fi",7.8,PG-13,2016,2h 13m,133.0,https://www.youtube.com/embed/frdj1zb9sMY,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction."
Role Models,BR,no,tt0430922,"https://m.media-amazon.com/images/M/MV5BMTg3MTk4NzQ0NV5BMl5BanBnXkFtZTcwNjM0OTc5MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Paul Rudd, Seann William Scott, Elizabeth Banks",Comedy,6.8,R,2008,1h 39m,99.0,https://www.youtube.com/embed/7RChtV9AH4M,Wild behavior forces a pair of energy drink reps to enroll in a Big Brother program.
Safe House,DVD,no,tt1599348,"https://m.media-amazon.com/images/M/MV5BMjI5ODkyMjA2Nl5BMl5BanBnXkFtZTcwNTcyNTgzNw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Denzel Washington, Ryan Reynolds, Robert Patrick","Action, Thriller",6.7,R,2012,1h 55m,115.0,https://www.youtube.com/embed/1IfQY4fNcnw,"A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge."
Salt,DVD,no,tt0944835,"https://m.media-amazon.com/images/M/MV5BMjIyODA2NDg4NV5BMl5BanBnXkFtZTcwMjg4NDAwMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor","Action, Thriller",6.5,PG-13,2010,1h 40m,100.0,https://www.youtube.com/embed/QZ40WlshNwU,A CIA agent goes on the run after a defector accuses her of being a Russian spy.
